game_id,model,language,risk_probability,persona_set,persona_seats,memory_mode,framing,risk_framing,show_computed_totals,group_total,target,target_reached,catastrophe,mean_payoff,rep,seed
crsd_milinski_medium_risk__OpenAIGPT5Nano__personas_mixed_4sel_2coop__vn__rep0,OpenAIGPT5Nano,vn,0.5,personas_mixed_4sel_2coop,SSCSSC,full_history,0,lottery,0,36.0,120.0,0,1,0.0,0,12345
crsd_milinski_medium_risk__OpenAIGPT5Nano__personas_mixed_4sel_2coop__vn__rep1,OpenAIGPT5Nano,vn,0.5,personas_mixed_4sel_2coop,SCCSSS,full_history,0,lottery,0,20.0,120.0,0,1,0.0,1,12346
crsd_milinski_medium_risk__OpenAIGPT5Nano__personas_mixed_4sel_2coop__vn__rep2,OpenAIGPT5Nano,vn,0.5,personas_mixed_4sel_2coop,SSCSSC,full_history,0,lottery,0,36.0,120.0,0,1,0.0,2,12347
crsd_milinski_medium_risk__OpenAIGPT5Nano__personas_mixed_4sel_2coop__vn__rep3,OpenAIGPT5Nano,vn,0.5,personas_mixed_4sel_2coop,SSSCCS,full_history,0,lottery,0,26.0,120.0,0,1,0.0,3,12348
crsd_milinski_medium_risk__OpenAIGPT5Nano__personas_mixed_4sel_2coop__vn__rep4,OpenAIGPT5Nano,vn,0.5,personas_mixed_4sel_2coop,SSCCSS,full_history,0,lottery,0,42.0,120.0,0,1,0.0,4,12349
crsd_milinski_medium_risk__OpenAIGPT5Nano__personas_mixed_5sel_1coop__en__rep0,OpenAIGPT5Nano,en,0.5,personas_mixed_5sel_1coop,SCSSSS,full_history,0,lottery,0,100.0,120.0,0,1,0.0,0,12345
crsd_milinski_medium_risk__OpenAIGPT5Nano__personas_mixed_5sel_1coop__en__rep1,OpenAIGPT5Nano,en,0.5,personas_mixed_5sel_1coop,SSSCSS,full_history,0,lottery,0,120.0,120.0,1,0,20.0,1,12346
crsd_milinski_medium_risk__OpenAIGPT5Nano__personas_mixed_5sel_1coop__en__rep2,OpenAIGPT5Nano,en,0.5,personas_mixed_5sel_1coop,SSSSCS,full_history,0,lottery,0,126.0,120.0,1,0,19.0,2,12347
crsd_milinski_medium_risk__OpenAIGPT5Nano__personas_mixed_5sel_1coop__en__rep3,OpenAIGPT5Nano,en,0.5,personas_mixed_5sel_1coop,SSCSSS,full_history,0,lottery,0,114.0,120.0,0,1,0.0,3,12348
crsd_milinski_medium_risk__OpenAIGPT5Nano__personas_mixed_5sel_1coop__en__rep4,OpenAIGPT5Nano,en,0.5,personas_mixed_5sel_1coop,SSSSSC,full_history,0,lottery,0,128.0,120.0,1,0,18.666666666666668,4,12349
crsd_milinski_medium_risk__OpenAIGPT5Nano__personas_mixed_5sel_1coop__vn__rep0,OpenAIGPT5Nano,vn,0.5,personas_mixed_5sel_1coop,SCSSSS,full_history,0,lottery,0,24.0,120.0,0,1,0.0,0,12345
crsd_milinski_medium_risk__OpenAIGPT5Nano__personas_mixed_5sel_1coop__vn__rep1,OpenAIGPT5Nano,vn,0.5,personas_mixed_5sel_1coop,SSSCSS,full_history,0,lottery,0,26.0,120.0,0,1,0.0,1,12346
crsd_milinski_medium_risk__OpenAIGPT5Nano__personas_mixed_5sel_1coop__vn__rep2,OpenAIGPT5Nano,vn,0.5,personas_mixed_5sel_1coop,SSSSCS,full_history,0,lottery,0,24.0,120.0,0,1,0.0,2,12347
crsd_milinski_medium_risk__OpenAIGPT5Nano__personas_mixed_5sel_1coop__vn__rep3,OpenAIGPT5Nano,vn,0.5,personas_mixed_5sel_1coop,SSCSSS,full_history,0,lottery,0,28.0,120.0,0,1,0.0,3,12348
crsd_milinski_medium_risk__OpenAIGPT5Nano__personas_mixed_5sel_1coop__vn__rep4,OpenAIGPT5Nano,vn,0.5,personas_mixed_5sel_1coop,SSSSSC,full_history,0,lottery,0,24.0,120.0,0,1,0.0,4,12349
crsd_milinski_medium_risk__OpenAIGPT5Nano__personas_selfish__en__rep0,OpenAIGPT5Nano,en,0.5,personas_selfish,SSSSSS,full_history,0,lottery,0,112.0,120.0,0,1,0.0,0,12345
crsd_milinski_medium_risk__OpenAIGPT5Nano__personas_selfish__en__rep1,OpenAIGPT5Nano,en,0.5,personas_selfish,SSSSSS,full_history,0,lottery,0,102.0,120.0,0,1,0.0,1,12346
crsd_milinski_medium_risk__OpenAIGPT5Nano__personas_selfish__en__rep2,OpenAIGPT5Nano,en,0.5,personas_selfish,SSSSSS,full_history,0,lottery,0,86.0,120.0,0,1,0.0,2,12347
crsd_milinski_medium_risk__OpenAIGPT5Nano__personas_selfish__en__rep3,OpenAIGPT5Nano,en,0.5,personas_selfish,SSSSSS,full_history,0,lottery,0,114.0,120.0,0,1,0.0,3,12348
crsd_milinski_medium_risk__OpenAIGPT5Nano__personas_selfish__en__rep4,OpenAIGPT5Nano,en,0.5,personas_selfish,SSSSSS,full_history,0,lottery,0,102.0,120.0,0,1,0.0,4,12349
crsd_milinski_medium_risk__OpenAIGPT5Nano__personas_selfish__vn__rep0,OpenAIGPT5Nano,vn,0.5,personas_selfish,SSSSSS,full_history,0,lottery,0,16.0,120.0,0,1,0.0,0,12345
crsd_milinski_medium_risk__OpenAIGPT5Nano__personas_selfish__vn__rep1,OpenAIGPT5Nano,vn,0.5,personas_selfish,SSSSSS,full_history,0,lottery,0,20.0,120.0,0,1,0.0,1,12346
crsd_milinski_medium_risk__OpenAIGPT5Nano__personas_selfish__vn__rep2,OpenAIGPT5Nano,vn,0.5,personas_selfish,SSSSSS,full_history,0,lottery,0,12.0,120.0,0,1,0.0,2,12347
crsd_milinski_medium_risk__OpenAIGPT5Nano__personas_selfish__vn__rep3,OpenAIGPT5Nano,vn,0.5,personas_selfish,SSSSSS,full_history,0,lottery,0,8.0,120.0,0,1,0.0,3,12348
crsd_milinski_medium_risk__OpenAIGPT5Nano__personas_selfish__vn__rep4,OpenAIGPT5Nano,vn,0.5,personas_selfish,SSSSSS,full_history,0,lottery,0,16.0,120.0,0,1,0.0,4,12349
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_cooperative__en__rep0,OpenAIGPT5Nano,en,0.1,personas_cooperative,CCCCCC,full_history,0,lottery,0,204.0,120.0,1,0,6.0,0,12345
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_cooperative__en__rep1,OpenAIGPT5Nano,en,0.1,personas_cooperative,CCCCCC,full_history,0,lottery,0,206.0,120.0,1,0,5.666666666666667,1,12346
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_cooperative__en__rep2,OpenAIGPT5Nano,en,0.1,personas_cooperative,CCCCCC,full_history,0,lottery,0,216.0,120.0,1,0,4.0,2,12347
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_cooperative__en__rep3,OpenAIGPT5Nano,en,0.1,personas_cooperative,CCCCCC,full_history,0,lottery,0,200.0,120.0,1,0,6.666666666666667,3,12348
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_cooperative__en__rep4,OpenAIGPT5Nano,en,0.1,personas_cooperative,CCCCCC,full_history,0,lottery,0,202.0,120.0,1,0,6.333333333333333,4,12349
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_cooperative__vn__rep0,OpenAIGPT5Nano,vn,0.1,personas_cooperative,CCCCCC,full_history,0,lottery,0,78.0,120.0,0,0,27.0,0,12345
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_cooperative__vn__rep1,OpenAIGPT5Nano,vn,0.1,personas_cooperative,CCCCCC,full_history,0,lottery,0,76.0,120.0,0,0,27.333333333333332,1,12346
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_cooperative__vn__rep2,OpenAIGPT5Nano,vn,0.1,personas_cooperative,CCCCCC,full_history,0,lottery,0,76.0,120.0,0,0,27.333333333333332,2,12347
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_cooperative__vn__rep3,OpenAIGPT5Nano,vn,0.1,personas_cooperative,CCCCCC,full_history,0,lottery,0,70.0,120.0,0,1,0.0,3,12348
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_cooperative__vn__rep4,OpenAIGPT5Nano,vn,0.1,personas_cooperative,CCCCCC,full_history,0,lottery,0,74.0,120.0,0,1,0.0,4,12349
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_1sel_5coop__en__rep0,OpenAIGPT5Nano,en,0.1,personas_mixed_1sel_5coop,CSCCCC,full_history,0,lottery,0,206.0,120.0,1,0,5.666666666666667,0,12345
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_1sel_5coop__en__rep1,OpenAIGPT5Nano,en,0.1,personas_mixed_1sel_5coop,CSCCCC,full_history,0,lottery,0,194.0,120.0,1,0,7.666666666666667,1,12346
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_1sel_5coop__en__rep2,OpenAIGPT5Nano,en,0.1,personas_mixed_1sel_5coop,CCSCCC,full_history,0,lottery,0,200.0,120.0,1,0,6.666666666666667,2,12347
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_1sel_5coop__en__rep3,OpenAIGPT5Nano,en,0.1,personas_mixed_1sel_5coop,CSCCCC,full_history,0,lottery,0,218.0,120.0,1,0,3.6666666666666665,3,12348
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_1sel_5coop__en__rep4,OpenAIGPT5Nano,en,0.1,personas_mixed_1sel_5coop,CCCSCC,full_history,0,lottery,0,190.0,120.0,1,0,8.333333333333334,4,12349
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_1sel_5coop__vn__rep0,OpenAIGPT5Nano,vn,0.1,personas_mixed_1sel_5coop,CSCCCC,full_history,0,lottery,0,66.0,120.0,0,0,29.0,0,12345
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_1sel_5coop__vn__rep1,OpenAIGPT5Nano,vn,0.1,personas_mixed_1sel_5coop,CSCCCC,full_history,0,lottery,0,80.0,120.0,0,0,26.666666666666668,1,12346
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_1sel_5coop__vn__rep2,OpenAIGPT5Nano,vn,0.1,personas_mixed_1sel_5coop,CCSCCC,full_history,0,lottery,0,70.0,120.0,0,0,28.333333333333332,2,12347
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_1sel_5coop__vn__rep3,OpenAIGPT5Nano,vn,0.1,personas_mixed_1sel_5coop,CSCCCC,full_history,0,lottery,0,68.0,120.0,0,1,0.0,3,12348
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_1sel_5coop__vn__rep4,OpenAIGPT5Nano,vn,0.1,personas_mixed_1sel_5coop,CCCSCC,full_history,0,lottery,0,70.0,120.0,0,1,0.0,4,12349
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_2sel_4coop__en__rep0,OpenAIGPT5Nano,en,0.1,personas_mixed_2sel_4coop,CCSCSC,full_history,0,lottery,0,188.0,120.0,1,0,8.666666666666666,0,12345
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_2sel_4coop__en__rep1,OpenAIGPT5Nano,en,0.1,personas_mixed_2sel_4coop,SCSCCC,full_history,0,lottery,0,162.0,120.0,1,0,13.0,1,12346
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_2sel_4coop__en__rep2,OpenAIGPT5Nano,en,0.1,personas_mixed_2sel_4coop,CCCCSS,full_history,0,lottery,0,152.0,120.0,1,0,14.666666666666666,2,12347
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_2sel_4coop__en__rep3,OpenAIGPT5Nano,en,0.1,personas_mixed_2sel_4coop,SCCCSC,full_history,0,lottery,0,152.0,120.0,1,0,14.666666666666666,3,12348
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_2sel_4coop__en__rep4,OpenAIGPT5Nano,en,0.1,personas_mixed_2sel_4coop,CCCSSC,full_history,0,lottery,0,168.0,120.0,1,0,12.0,4,12349
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_2sel_4coop__vn__rep0,OpenAIGPT5Nano,vn,0.1,personas_mixed_2sel_4coop,CCSCSC,full_history,0,lottery,0,54.0,120.0,0,0,31.0,0,12345
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_2sel_4coop__vn__rep1,OpenAIGPT5Nano,vn,0.1,personas_mixed_2sel_4coop,SCSCCC,full_history,0,lottery,0,58.0,120.0,0,0,30.333333333333332,1,12346
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_2sel_4coop__vn__rep2,OpenAIGPT5Nano,vn,0.1,personas_mixed_2sel_4coop,CCCCSS,full_history,0,lottery,0,52.0,120.0,0,0,31.333333333333332,2,12347
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_2sel_4coop__vn__rep3,OpenAIGPT5Nano,vn,0.1,personas_mixed_2sel_4coop,SCCCSC,full_history,0,lottery,0,38.0,120.0,0,1,0.0,3,12348
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_2sel_4coop__vn__rep4,OpenAIGPT5Nano,vn,0.1,personas_mixed_2sel_4coop,CCCSSC,full_history,0,lottery,0,48.0,120.0,0,1,0.0,4,12349
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_3sel_3coop__en__rep0,OpenAIGPT5Nano,en,0.1,personas_mixed_3sel_3coop,CCSSSC,full_history,0,lottery,0,144.0,120.0,1,0,16.0,0,12345
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_3sel_3coop__en__rep1,OpenAIGPT5Nano,en,0.1,personas_mixed_3sel_3coop,CSSCSC,full_history,0,lottery,0,144.0,120.0,1,0,16.0,1,12346
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_3sel_3coop__en__rep2,OpenAIGPT5Nano,en,0.1,personas_mixed_3sel_3coop,SCCSSC,full_history,0,lottery,0,166.0,120.0,1,0,12.333333333333334,2,12347
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_3sel_3coop__en__rep3,OpenAIGPT5Nano,en,0.1,personas_mixed_3sel_3coop,CCCSSS,full_history,0,lottery,0,158.0,120.0,1,0,13.666666666666666,3,12348
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_3sel_3coop__en__rep4,OpenAIGPT5Nano,en,0.1,personas_mixed_3sel_3coop,SCCCSS,full_history,0,lottery,0,144.0,120.0,1,0,16.0,4,12349
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_3sel_3coop__vn__rep0,OpenAIGPT5Nano,vn,0.1,personas_mixed_3sel_3coop,CCSSSC,full_history,0,lottery,0,46.0,120.0,0,0,32.333333333333336,0,12345
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_3sel_3coop__vn__rep1,OpenAIGPT5Nano,vn,0.1,personas_mixed_3sel_3coop,CSSCSC,full_history,0,lottery,0,28.0,120.0,0,0,35.333333333333336,1,12346
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_3sel_3coop__vn__rep2,OpenAIGPT5Nano,vn,0.1,personas_mixed_3sel_3coop,SCCSSC,full_history,0,lottery,0,34.0,120.0,0,0,34.333333333333336,2,12347
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_3sel_3coop__vn__rep3,OpenAIGPT5Nano,vn,0.1,personas_mixed_3sel_3coop,CCCSSS,full_history,0,lottery,0,42.0,120.0,0,1,0.0,3,12348
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_3sel_3coop__vn__rep4,OpenAIGPT5Nano,vn,0.1,personas_mixed_3sel_3coop,SCCCSS,full_history,0,lottery,0,42.0,120.0,0,1,0.0,4,12349
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_4sel_2coop__en__rep0,OpenAIGPT5Nano,en,0.1,personas_mixed_4sel_2coop,SSCSSC,full_history,0,lottery,0,140.0,120.0,1,0,16.666666666666668,0,12345
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_4sel_2coop__en__rep1,OpenAIGPT5Nano,en,0.1,personas_mixed_4sel_2coop,SCCSSS,full_history,0,lottery,0,124.0,120.0,1,0,19.333333333333332,1,12346
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_4sel_2coop__en__rep2,OpenAIGPT5Nano,en,0.1,personas_mixed_4sel_2coop,SSCSSC,full_history,0,lottery,0,152.0,120.0,1,0,14.666666666666666,2,12347
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_4sel_2coop__en__rep3,OpenAIGPT5Nano,en,0.1,personas_mixed_4sel_2coop,SSSCCS,full_history,0,lottery,0,146.0,120.0,1,0,15.666666666666666,3,12348
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_4sel_2coop__en__rep4,OpenAIGPT5Nano,en,0.1,personas_mixed_4sel_2coop,SSCCSS,full_history,0,lottery,0,94.0,120.0,0,1,0.0,4,12349
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_4sel_2coop__vn__rep0,OpenAIGPT5Nano,vn,0.1,personas_mixed_4sel_2coop,SSCSSC,full_history,0,lottery,0,24.0,120.0,0,0,36.0,0,12345
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_4sel_2coop__vn__rep1,OpenAIGPT5Nano,vn,0.1,personas_mixed_4sel_2coop,SCCSSS,full_history,0,lottery,0,36.0,120.0,0,0,34.0,1,12346
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_4sel_2coop__vn__rep2,OpenAIGPT5Nano,vn,0.1,personas_mixed_4sel_2coop,SSCSSC,full_history,0,lottery,0,32.0,120.0,0,0,34.666666666666664,2,12347
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_4sel_2coop__vn__rep3,OpenAIGPT5Nano,vn,0.1,personas_mixed_4sel_2coop,SSSCCS,full_history,0,lottery,0,32.0,120.0,0,1,0.0,3,12348
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_4sel_2coop__vn__rep4,OpenAIGPT5Nano,vn,0.1,personas_mixed_4sel_2coop,SSCCSS,full_history,0,lottery,0,16.0,120.0,0,1,0.0,4,12349
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_5sel_1coop__en__rep0,OpenAIGPT5Nano,en,0.1,personas_mixed_5sel_1coop,SCSSSS,full_history,0,lottery,0,86.0,120.0,0,0,25.666666666666668,0,12345
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_5sel_1coop__en__rep1,OpenAIGPT5Nano,en,0.1,personas_mixed_5sel_1coop,SSSCSS,full_history,0,lottery,0,132.0,120.0,1,0,18.0,1,12346
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_5sel_1coop__en__rep2,OpenAIGPT5Nano,en,0.1,personas_mixed_5sel_1coop,SSSSCS,full_history,0,lottery,0,134.0,120.0,1,0,17.666666666666668,2,12347
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_5sel_1coop__en__rep3,OpenAIGPT5Nano,en,0.1,personas_mixed_5sel_1coop,SSCSSS,full_history,0,lottery,0,112.0,120.0,0,1,0.0,3,12348
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_5sel_1coop__en__rep4,OpenAIGPT5Nano,en,0.1,personas_mixed_5sel_1coop,SSSSSC,full_history,0,lottery,0,118.0,120.0,0,1,0.0,4,12349
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_5sel_1coop__vn__rep0,OpenAIGPT5Nano,vn,0.1,personas_mixed_5sel_1coop,SCSSSS,full_history,0,lottery,0,22.0,120.0,0,0,36.333333333333336,0,12345
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_5sel_1coop__vn__rep1,OpenAIGPT5Nano,vn,0.1,personas_mixed_5sel_1coop,SSSCSS,full_history,0,lottery,0,22.0,120.0,0,0,36.333333333333336,1,12346
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_5sel_1coop__vn__rep2,OpenAIGPT5Nano,vn,0.1,personas_mixed_5sel_1coop,SSSSCS,full_history,0,lottery,0,8.0,120.0,0,0,38.666666666666664,2,12347
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_5sel_1coop__vn__rep3,OpenAIGPT5Nano,vn,0.1,personas_mixed_5sel_1coop,SSCSSS,full_history,0,lottery,0,22.0,120.0,0,1,0.0,3,12348
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_mixed_5sel_1coop__vn__rep4,OpenAIGPT5Nano,vn,0.1,personas_mixed_5sel_1coop,SSSSSC,full_history,0,lottery,0,22.0,120.0,0,1,0.0,4,12349
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_selfish__en__rep0,OpenAIGPT5Nano,en,0.1,personas_selfish,SSSSSS,full_history,0,lottery,0,84.0,120.0,0,0,26.0,0,12345
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_selfish__en__rep1,OpenAIGPT5Nano,en,0.1,personas_selfish,SSSSSS,full_history,0,lottery,0,78.0,120.0,0,0,27.0,1,12346
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_selfish__en__rep2,OpenAIGPT5Nano,en,0.1,personas_selfish,SSSSSS,full_history,0,lottery,0,106.0,120.0,0,0,22.333333333333332,2,12347
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_selfish__en__rep3,OpenAIGPT5Nano,en,0.1,personas_selfish,SSSSSS,full_history,0,lottery,0,62.0,120.0,0,1,0.0,3,12348
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_selfish__en__rep4,OpenAIGPT5Nano,en,0.1,personas_selfish,SSSSSS,full_history,0,lottery,0,88.0,120.0,0,1,0.0,4,12349
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_selfish__vn__rep0,OpenAIGPT5Nano,vn,0.1,personas_selfish,SSSSSS,full_history,0,lottery,0,16.0,120.0,0,0,37.333333333333336,0,12345
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_selfish__vn__rep1,OpenAIGPT5Nano,vn,0.1,personas_selfish,SSSSSS,full_history,0,lottery,0,12.0,120.0,0,0,38.0,1,12346
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_selfish__vn__rep2,OpenAIGPT5Nano,vn,0.1,personas_selfish,SSSSSS,full_history,0,lottery,0,20.0,120.0,0,0,36.666666666666664,2,12347
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_selfish__vn__rep3,OpenAIGPT5Nano,vn,0.1,personas_selfish,SSSSSS,full_history,0,lottery,0,8.0,120.0,0,1,0.0,3,12348
crsd_milinski_low_risk__OpenAIGPT5Nano__personas_selfish__vn__rep4,OpenAIGPT5Nano,vn,0.1,personas_selfish,SSSSSS,full_history,0,lottery,0,4.0,120.0,0,1,0.0,4,12349
